node_id,node_type
CUST000601,customer
CUST000602,customer
CUST000603,customer
CUST000604,customer
CUST000605,customer
CUST000606,customer
CUST000607,customer
CUST000608,customer
CUST000609,customer
CUST000610,customer
CUST000611,customer
CUST000612,customer
CUST000613,customer
CUST000614,customer
CUST000615,customer
CUST000616,customer
CUST000617,customer
CUST000618,customer
CUST000619,customer
CUST000620,customer
CUST000621,customer
CUST000622,customer
CUST000623,customer
CUST000624,customer
CUST000625,customer
CUST000626,customer
CUST000627,customer
CUST000628,customer
CUST000629,customer
CUST000630,customer
CUST000631,customer
CUST000632,customer
CUST000633,customer
CUST000634,customer
CUST000635,customer
CUST000636,customer
CUST000637,customer
CUST000638,customer
CUST000639,customer
CUST000640,customer
CUST000641,customer
CUST000642,customer
CUST000643,customer
CUST000644,customer
CUST000645,customer
CUST000646,customer
CUST000647,customer
CUST000648,customer
CUST000649,customer
CUST000650,customer
CUST000651,customer
CUST000652,customer
CUST000653,customer
CUST000654,customer
CUST000655,customer
CUST000656,customer
CUST000657,customer
CUST000658,customer
CUST000659,customer
CUST000660,customer
CUST000661,customer
CUST000662,customer
CUST000663,customer
CUST000664,customer
CUST000665,customer
CUST000666,customer
CUST000667,customer
CUST000668,customer
CUST000669,customer
CUST000670,customer
CUST000671,customer
CUST000672,customer
CUST000673,customer
CUST000674,customer
CUST000675,customer
CUST000676,customer
CUST000677,customer
CUST000678,customer
CUST000679,customer
CUST000680,customer
CUST000681,customer
CUST000682,customer
CUST000683,customer
CUST000684,customer
CUST000685,customer
CUST000686,customer
CUST000687,customer
CUST000688,customer
CUST000689,customer
CUST000690,customer
CUST000691,customer
CUST000692,customer
CUST000693,customer
CUST000694,customer
CUST000695,customer
CUST000696,customer
CUST000697,customer
CUST000698,customer
CUST000699,customer
CUST000700,customer
CUST000701,customer
CUST000702,customer
CUST000703,customer
CUST000704,customer
CUST000705,customer
CUST000706,customer
CUST000707,customer
CUST000708,customer
CUST000709,customer
CUST000710,customer
CUST000711,customer
CUST000712,customer
CUST000713,customer
CUST000714,customer
CUST000715,customer
CUST000716,customer
CUST000717,customer
CUST000718,customer
CUST000719,customer
CUST000720,customer
CUST000721,customer
CUST000722,customer
CUST000723,customer
CUST000724,customer
CUST000725,customer
CUST000726,customer
CUST000727,customer
CUST000728,customer
CUST000729,customer
CUST000730,customer
CUST000731,customer
CUST000732,customer
CUST000733,customer
CUST000734,customer
CUST000735,customer
CUST000736,customer
CUST000737,customer
CUST000738,customer
CUST000739,customer
CUST000740,customer
CUST000741,customer
CUST000742,customer
CUST000743,customer
CUST000744,customer
CUST000745,customer
CUST000746,customer
CUST000747,customer
CUST000748,customer
CUST000749,customer
CUST000750,customer
CUST000751,customer
CUST000752,customer
CUST000753,customer
CUST000754,customer
CUST000755,customer
CUST000756,customer
CUST000757,customer
CUST000758,customer
CUST000759,customer
CUST000760,customer
CUST000761,customer
CUST000762,customer
CUST000763,customer
CUST000764,customer
CUST000765,customer
CUST000766,customer
CUST000767,customer
CUST000768,customer
CUST000769,customer
CUST000770,customer
CUST000771,customer
CUST000772,customer
CUST000773,customer
CUST000774,customer
CUST000775,customer
CUST000776,customer
CUST000777,customer
CUST000778,customer
CUST000779,customer
CUST000780,customer
CUST000781,customer
CUST000782,customer
CUST000783,customer
CUST000784,customer
CUST000785,customer
CUST000786,customer
CUST000787,customer
CUST000788,customer
CUST000789,customer
CUST000790,customer
CUST000791,customer
CUST000792,customer
CUST000793,customer
CUST000794,customer
CUST000795,customer
CUST000796,customer
CUST000797,customer
CUST000798,customer
CUST000799,customer
CUST000800,customer
CUST000801,customer
CUST000802,customer
CUST000803,customer
CUST000804,customer
CUST000805,customer
CUST000806,customer
CUST000807,customer
CUST000808,customer
CUST000809,customer
CUST000810,customer
CUST000811,customer
CUST000812,customer
CUST000813,customer
CUST000814,customer
CUST000815,customer
CUST000816,customer
CUST000817,customer
CUST000818,customer
CUST000819,customer
CUST000820,customer
CUST000821,customer
CUST000822,customer
CUST000823,customer
CUST000824,customer
CUST000825,customer
CUST000826,customer
CUST000827,customer
CUST000828,customer
CUST000829,customer
CUST000830,customer
CUST000831,customer
CUST000832,customer
CUST000833,customer
CUST000834,customer
CUST000835,customer
CUST000836,customer
CUST000837,customer
CUST000838,customer
CUST000839,customer
CUST000840,customer
CUST000841,customer
CUST000842,customer
CUST000843,customer
CUST000844,customer
CUST000845,customer
CUST000846,customer
CUST000847,customer
CUST000848,customer
CUST000849,customer
CUST000850,customer
CUST000851,customer
CUST000852,customer
CUST000853,customer
CUST000854,customer
CUST000855,customer
CUST000856,customer
CUST000857,customer
CUST000858,customer
CUST000859,customer
CUST000860,customer
CUST000861,customer
CUST000862,customer
CUST000863,customer
CUST000864,customer
CUST000865,customer
CUST000866,customer
CUST000867,customer
CUST000868,customer
CUST000869,customer
CUST000870,customer
CUST000871,customer
CUST000872,customer
CUST000873,customer
CUST000874,customer
CUST000875,customer
CUST000876,customer
CUST000877,customer
CUST000878,customer
CUST000879,customer
CUST000880,customer
CUST000881,customer
CUST000882,customer
CUST000883,customer
CUST000884,customer
CUST000885,customer
CUST000886,customer
CUST000887,customer
CUST000888,customer
CUST000889,customer
CUST000890,customer
CUST000891,customer
CUST000892,customer
CUST000893,customer
CUST000894,customer
CUST000895,customer
CUST000896,customer
CUST000897,customer
CUST000898,customer
CUST000899,customer
CUST000900,customer
CUST000901,customer
CUST000902,customer
CUST000903,customer
CUST000904,customer
CUST000905,customer
CUST000906,customer
CUST000907,customer
CUST000908,customer
CUST000909,customer
CUST000910,customer
CUST000911,customer
CUST000912,customer
CUST000913,customer
CUST000914,customer
CUST000915,customer
CUST000916,customer
CUST000917,customer
CUST000918,customer
CUST000919,customer
CUST000920,customer
CUST000921,customer
CUST000922,customer
CUST000923,customer
CUST000924,customer
CUST000925,customer
CUST000926,customer
CUST000927,customer
CUST000928,customer
CUST000929,customer
CUST000930,customer
CUST000931,customer
CUST000932,customer
CUST000933,customer
CUST000934,customer
CUST000935,customer
CUST000936,customer
CUST000937,customer
CUST000938,customer
CUST000939,customer
CUST000940,customer
CUST000941,customer
CUST000942,customer
CUST000943,customer
CUST000944,customer
CUST000945,customer
CUST000946,customer
CUST000947,customer
CUST000948,customer
CUST000949,customer
CUST000950,customer
CUST000951,customer
CUST000952,customer
CUST000953,customer
CUST000954,customer
CUST000955,customer
CUST000956,customer
CUST000957,customer
CUST000958,customer
CUST000959,customer
CUST000960,customer
CUST000961,customer
CUST000962,customer
CUST000963,customer
CUST000964,customer
CUST000965,customer
CUST000966,customer
CUST000967,customer
CUST000968,customer
CUST000969,customer
CUST000970,customer
CUST000971,customer
CUST000972,customer
CUST000973,customer
CUST000974,customer
CUST000975,customer
CUST000976,customer
CUST000977,customer
CUST000978,customer
CUST000979,customer
CUST000980,customer
CUST000981,customer
CUST000982,customer
CUST000983,customer
CUST000984,customer
CUST000985,customer
CUST000986,customer
CUST000987,customer
CUST000988,customer
CUST000989,customer
CUST000990,customer
CUST000991,customer
CUST000992,customer
CUST000993,customer
CUST000994,customer
CUST000995,customer
CUST000996,customer
CUST000997,customer
CUST000998,customer
CUST000999,customer
CUST001000,customer
CUST001001,customer
CUST001002,customer
CUST001003,customer
CUST001004,customer
CUST001005,customer
CUST001006,customer
CUST001007,customer
CUST001008,customer
CUST001009,customer
CUST001010,customer
CUST001011,customer
CUST001012,customer
CUST001013,customer
CUST001014,customer
CUST001015,customer
CUST001016,customer
CUST001017,customer
CUST001018,customer
CUST001019,customer
CUST001020,customer
CUST001021,customer
CUST001022,customer
CUST001023,customer
CUST001024,customer
CUST001025,customer
CUST001026,customer
CUST001027,customer
CUST001028,customer
CUST001029,customer
CUST001030,customer
CUST001031,customer
CUST001032,customer
CUST001033,customer
CUST001034,customer
CUST001035,customer
CUST001036,customer
CUST001037,customer
CUST001038,customer
CUST001039,customer
CUST001040,customer
CUST001041,customer
CUST001042,customer
CUST001043,customer
CUST001044,customer
CUST001045,customer
CUST001046,customer
CUST001047,customer
CUST001048,customer
CUST001049,customer
CUST001050,customer
CUST001051,customer
CUST001052,customer
CUST001053,customer
CUST001054,customer
CUST001055,customer
CUST001056,customer
CUST001057,customer
CUST001058,customer
CUST001059,customer
CUST001060,customer
CUST001061,customer
CUST001062,customer
CUST001063,customer
CUST001064,customer
CUST001065,customer
CUST001066,customer
CUST001067,customer
CUST001068,customer
CUST001069,customer
CUST001070,customer
CUST001071,customer
CUST001072,customer
CUST001073,customer
CUST001074,customer
CUST001075,customer
CUST001076,customer
CUST001077,customer
CUST001078,customer
CUST001079,customer
CUST001080,customer
CUST001081,customer
CUST001082,customer
CUST001083,customer
CUST001084,customer
CUST001085,customer
CUST001086,customer
CUST001087,customer
CUST001088,customer
CUST001089,customer
CUST001090,customer
CUST001091,customer
CUST001092,customer
CUST001093,customer
CUST001094,customer
CUST001095,customer
CUST001096,customer
CUST001097,customer
CUST001098,customer
CUST001099,customer
CUST001100,customer
CUST001101,customer
CUST001102,customer
CUST001103,customer
CUST001104,customer
CUST001105,customer
CUST001106,customer
CUST001107,customer
CUST001108,customer
CUST001109,customer
CUST001110,customer
CUST001111,customer
CUST001112,customer
CUST001113,customer
CUST001114,customer
CUST001115,customer
CUST001116,customer
CUST001117,customer
CUST001118,customer
CUST001119,customer
CUST001120,customer
CUST001121,customer
CUST001122,customer
CUST001123,customer
CUST001124,customer
CUST001125,customer
CUST001126,customer
CUST001127,customer
CUST001128,customer
CUST001129,customer
CUST001130,customer
CUST001131,customer
CUST001132,customer
CUST001133,customer
CUST001134,customer
CUST001135,customer
CUST001136,customer
CUST001137,customer
CUST001138,customer
CUST001139,customer
CUST001140,customer
CUST001141,customer
CUST001142,customer
CUST001143,customer
CUST001144,customer
CUST001145,customer
CUST001146,customer
CUST001147,customer
CUST001148,customer
CUST001149,customer
CUST001150,customer
CUST001151,customer
CUST001152,customer
CUST001153,customer
CUST001154,customer
CUST001155,customer
CUST001156,customer
CUST001157,customer
CUST001158,customer
CUST001159,customer
CUST001160,customer
CUST001161,customer
CUST001162,customer
CUST001163,customer
CUST001164,customer
CUST001165,customer
CUST001166,customer
CUST001167,customer
CUST001168,customer
CUST001169,customer
CUST001170,customer
CUST001171,customer
CUST001172,customer
CUST001173,customer
CUST001174,customer
CUST001175,customer
CUST001176,customer
CUST001177,customer
CUST001178,customer
CUST001179,customer
CUST001180,customer
CUST001181,customer
CUST001182,customer
CUST001183,customer
CUST001184,customer
CUST001185,customer
CUST001186,customer
CUST001187,customer
CUST001188,customer
CUST001189,customer
CUST001190,customer
CUST001191,customer
CUST001192,customer
CUST001193,customer
CUST001194,customer
CUST001195,customer
CUST001196,customer
CUST001197,customer
CUST001198,customer
CUST001199,customer
CUST001200,customer
CUST001201,customer
CUST001202,customer
CUST001203,customer
CUST001204,customer
CUST001205,customer
CUST001206,customer
CUST001207,customer
CUST001208,customer
CUST001209,customer
CUST001210,customer
CUST001211,customer
CUST001212,customer
CUST001213,customer
CUST001214,customer
CUST001215,customer
CUST001216,customer
CUST001217,customer
CUST001218,customer
CUST001219,customer
CUST001220,customer
CUST001221,customer
CUST001222,customer
CUST001223,customer
CUST001224,customer
CUST001225,customer
CUST001226,customer
CUST001227,customer
CUST001228,customer
CUST001229,customer
CUST001230,customer
CUST001231,customer
CUST001232,customer
CUST001233,customer
CUST001234,customer
CUST001235,customer
CUST001236,customer
CUST001237,customer
CUST001238,customer
CUST001239,customer
CUST001240,customer
CUST001241,customer
CUST001242,customer
CUST001243,customer
CUST001244,customer
CUST001245,customer
CUST001246,customer
CUST001247,customer
CUST001248,customer
CUST001249,customer
CUST001250,customer
CUST001251,customer
CUST001252,customer
CUST001253,customer
CUST001254,customer
CUST001255,customer
CUST001256,customer
CUST001257,customer
CUST001258,customer
CUST001259,customer
CUST001260,customer
CUST001261,customer
CUST001262,customer
CUST001263,customer
CUST001264,customer
CUST001265,customer
CUST001266,customer
CUST001267,customer
CUST001268,customer
CUST001269,customer
CUST001270,customer
CUST001271,customer
CUST001272,customer
CUST001273,customer
CUST001274,customer
CUST001275,customer
CUST001276,customer
CUST001277,customer
CUST001278,customer
CUST001279,customer
CUST001280,customer
CUST001281,customer
CUST001282,customer
CUST001283,customer
CUST001284,customer
CUST001285,customer
CUST001286,customer
CUST001287,customer
CUST001288,customer
CUST001289,customer
CUST001290,customer
CUST001291,customer
CUST001292,customer
CUST001293,customer
CUST001294,customer
CUST001295,customer
CUST001296,customer
CUST001297,customer
CUST001298,customer
CUST001299,customer
CUST001300,customer
CUST001301,customer
CUST001302,customer
CUST001303,customer
CUST001304,customer
CUST001305,customer
CUST001306,customer
CUST001307,customer
CUST001308,customer
CUST001309,customer
CUST001310,customer
CUST001311,customer
CUST001312,customer
CUST001313,customer
CUST001314,customer
CUST001315,customer
CUST001316,customer
CUST001317,customer
CUST001318,customer
CUST001319,customer
CUST001320,customer
CUST001321,customer
CUST001322,customer
CUST001323,customer
CUST001324,customer
CUST001325,customer
CUST001326,customer
CUST001327,customer
CUST001328,customer
CUST001329,customer
CUST001330,customer
CUST001331,customer
CUST001332,customer
CUST001333,customer
CUST001334,customer
CUST001335,customer
CUST001336,customer
CUST001337,customer
CUST001338,customer
CUST001339,customer
CUST001340,customer
CUST001341,customer
CUST001342,customer
CUST001343,customer
CUST001344,customer
CUST001345,customer
CUST001346,customer
CUST001347,customer
CUST001348,customer
CUST001349,customer
CUST001350,customer
CUST001351,customer
CUST001352,customer
CUST001353,customer
CUST001354,customer
CUST001355,customer
CUST001356,customer
CUST001357,customer
CUST001358,customer
CUST001359,customer
CUST001360,customer
CUST001361,customer
CUST001362,customer
CUST001363,customer
CUST001364,customer
CUST001365,customer
CUST001366,customer
CUST001367,customer
CUST001368,customer
CUST001369,customer
CUST001370,customer
CUST001371,customer
CUST001372,customer
CUST001373,customer
CUST001374,customer
CUST001375,customer
CUST001376,customer
CUST001377,customer
CUST001378,customer
CUST001379,customer
CUST001380,customer
CUST001381,customer
CUST001382,customer
CUST001383,customer
CUST001384,customer
CUST001385,customer
CUST001386,customer
CUST001387,customer
CUST001388,customer
CUST001389,customer
CUST001390,customer
CUST001391,customer
CUST001392,customer
CUST001393,customer
CUST001394,customer
CUST001395,customer
CUST001396,customer
CUST001397,customer
CUST001398,customer
CUST001399,customer
CUST001400,customer
CUST001401,customer
CUST001402,customer
CUST001403,customer
CUST001404,customer
CUST001405,customer
CUST001406,customer
CUST001407,customer
CUST001408,customer
CUST001409,customer
CUST001410,customer
CUST001411,customer
CUST001412,customer
CUST001413,customer
CUST001414,customer
CUST001415,customer
CUST001416,customer
CUST001417,customer
CUST001418,customer
CUST001419,customer
CUST001420,customer
CUST001421,customer
CUST001422,customer
CUST001423,customer
CUST001424,customer
CUST001425,customer
CUST001426,customer
CUST001427,customer
CUST001428,customer
CUST001429,customer
CUST001430,customer
CUST001431,customer
CUST001432,customer
CUST001433,customer
CUST001434,customer
CUST001435,customer
CUST001436,customer
CUST001437,customer
CUST001438,customer
CUST001439,customer
CUST001440,customer
CUST001441,customer
CUST001442,customer
CUST001443,customer
CUST001444,customer
CUST001445,customer
CUST001446,customer
CUST001447,customer
CUST001448,customer
CUST001449,customer
CUST001450,customer
CUST001451,customer
CUST001452,customer
CUST001453,customer
CUST001454,customer
CUST001455,customer
CUST001456,customer
CUST001457,customer
CUST001458,customer
CUST001459,customer
CUST001460,customer
CUST001461,customer
CUST001462,customer
CUST001463,customer
CUST001464,customer
CUST001465,customer
CUST001466,customer
CUST001467,customer
CUST001468,customer
CUST001469,customer
CUST001470,customer
CUST001471,customer
CUST001472,customer
CUST001473,customer
CUST001474,customer
CUST001475,customer
CUST001476,customer
CUST001477,customer
CUST001478,customer
CUST001479,customer
CUST001480,customer
CUST001481,customer
CUST001482,customer
CUST001483,customer
CUST001484,customer
CUST001485,customer
CUST001486,customer
CUST001487,customer
CUST001488,customer
CUST001489,customer
CUST001490,customer
CUST001491,customer
CUST001492,customer
CUST001493,customer
CUST001494,customer
CUST001495,customer
CUST001496,customer
CUST001497,customer
CUST001498,customer
CUST001499,customer
CUST001500,customer
CUST001501,customer
CUST001502,customer
CUST001503,customer
CUST001504,customer
CUST001505,customer
CUST001506,customer
CUST001507,customer
CUST001508,customer
CUST001509,customer
CUST001510,customer
CUST001511,customer
CUST001512,customer
CUST001513,customer
CUST001514,customer
CUST001515,customer
CUST001516,customer
CUST001517,customer
CUST001518,customer
CUST001519,customer
CUST001520,customer
CUST001521,customer
CUST001522,customer
CUST001523,customer
CUST001524,customer
CUST001525,customer
CUST001526,customer
CUST001527,customer
CUST001528,customer
CUST001529,customer
CUST001530,customer
CUST001531,customer
CUST001532,customer
CUST001533,customer
CUST001534,customer
CUST001535,customer
CUST001536,customer
CUST001537,customer
CUST001538,customer
CUST001539,customer
CUST001540,customer
CUST001541,customer
CUST001542,customer
CUST001543,customer
CUST001544,customer
CUST001545,customer
CUST001546,customer
CUST001547,customer
CUST001548,customer
CUST001549,customer
CUST001550,customer
CUST001551,customer
CUST001552,customer
