device_id,sim_id,customer_id,first_seen_date,is_current,is_unauthorized,device_age_days,os_type,sim_change_count,linked_account_count,device_risk_score
DEV0000119,SIM0000119,CUST000119,2024-12-30,True,False,456,Android,0,1,0.08
DEV0000120,SIM0000120,CUST000120,2025-10-21,True,False,161,Android,0,1,0.214
DEV0000121,SIM0000121,CUST000121,2024-08-12,True,False,596,iOS,0,1,0.312
DEV0000122,SIM0000122,CUST000122,2024-07-23,True,False,616,Android,0,1,0.331
DEV0000123,SIM0000123,CUST000123,2025-11-17,True,False,134,Android,0,1,0.027
DEV0000124,SIM0000124,CUST000124,2025-09-10,True,False,202,Android,1,1,0.159
DEV0000125,SIM0000125,CUST000125,2023-04-10,True,False,1086,Android,0,1,0.246
DEV0000126,SIM0000126,CUST000126,2023-09-29,True,False,914,Android,1,1,0.187
DEV0000127,SIM0000127,CUST000127,2025-09-23,True,False,189,iOS,0,1,0.097
DEV0000128,SIM0000128,CUST000128,2022-02-15,True,False,1505,Android,2,1,0.077
DEV0000129,SIM0000129,CUST000129,2024-01-26,True,False,795,Android,0,1,0.044
DEV0000130,SIM0000130,CUST000130,2024-08-03,True,False,605,Android,0,1,0.205
DEV0000131,SIM0000131,CUST000131,2024-12-04,True,False,482,Android,1,1,0.054
DEV0000132,SIM0000132,CUST000132,2024-03-31,True,False,730,Android,0,1,0.667
DEV0000133,SIM0000133,CUST000133,2024-12-02,True,False,484,Android,0,1,0.31
DEV0000134,SIM0000134,CUST000134,2025-08-19,True,False,224,Android,0,1,0.464
DEV0000135,SIM0000135,CUST000135,2022-09-22,True,False,1286,Android,0,1,0.559
DEV0000136,SIM0000136,CUST000136,2025-03-20,True,False,376,Android,0,1,0.312
DEV0000137,SIM0000137,CUST000137,2025-07-13,True,False,261,Android,0,1,0.29
DEV0000138,SIM0000138,CUST000138,2025-02-28,True,False,396,Android,0,1,0.169
DEV0000139,SIM0000139,CUST000139,2025-11-07,True,False,144,Android,0,1,0.189
DEV0000140,SIM0000140,CUST000140,2025-09-03,True,False,209,Android,0,1,0.209
DEV0000141,SIM0000141,CUST000141,2025-12-01,True,False,120,Android,0,1,0.377
DEV0000142,SIM0000142,CUST000142,2025-02-02,True,False,422,Android,0,1,0.01
DEV0000143,SIM0000143,CUST000143,2023-10-17,True,False,896,Android,0,1,0.124
DEV0000144,SIM0000144,CUST000144,2023-09-03,True,False,940,Android,0,1,0.164
DEV0000145,SIM0000145,CUST000145,2024-02-20,True,False,770,Android,0,1,0.103
DEV0000146,SIM0000146,CUST000146,2025-09-03,True,False,209,Android,0,1,0.383
DEV0000147,SIM0000147,CUST000147,2025-02-24,True,False,400,Android,0,1,0.182
DEV0000148,SIM0000148,CUST000148,2025-12-04,True,False,117,Android,0,1,0.319
DEV0000149,SIM0000149,CUST000149,2024-12-10,True,False,476,Android,0,1,0.301
DEV0000150,SIM0000150,CUST000150,2024-05-23,True,False,677,Android,1,1,0.496
DEV0000151,SIM0000151,CUST000151,2025-05-06,True,False,329,Android,0,1,0.346
DEV0000152,SIM0000152,CUST000152,2025-08-27,True,False,216,Android,0,1,0.082
DEV0000153,SIM0000153,CUST000153,2024-11-20,True,False,496,Android,0,1,0.546
DEV0000154,SIM0000154,CUST000154,2024-11-06,True,False,510,Android,0,1,0.275
DEV0000155,SIM0000155,CUST000155,2024-05-22,True,False,678,Android,0,1,0.084
DEV0000156,SIM0000156,CUST000156,2023-03-24,True,False,1103,Android,0,1,0.055
DEV0000157,SIM0000157,CUST000157,2025-10-04,True,False,178,iOS,0,1,0.111
DEV0000158,SIM0000158,CUST000158,2025-08-06,True,False,237,Android,0,1,0.234
DEV0000159,SIM0000159,CUST000159,2024-09-14,True,False,563,iOS,0,1,0.131
DEV0000160,SIM0000160,CUST000160,2025-11-01,True,False,150,Android,0,1,0.264
DEV0000161,SIM0000161,CUST000161,2025-11-26,True,False,125,iOS,0,1,0.109
DEV0000162,SIM0000162,CUST000162,2024-03-28,True,False,733,Android,0,1,0.155
DEV0000163,SIM0000163,CUST000163,2024-08-26,True,False,582,Android,0,1,0.293
DEV0000164,SIM0000164,CUST000164,2025-11-29,True,False,122,Android,0,1,0.11
DEV0000165,SIM0000165,CUST000165,2025-11-28,True,False,123,Android,0,1,0.115
DEV0000166,SIM0000166,CUST000166,2021-12-04,True,False,1578,iOS,0,1,0.428
DEV0000167,SIM0000167,CUST000167,2025-09-20,True,False,192,Android,0,1,0.281
DEV0000168,SIM0000168,CUST000168,2025-12-03,True,False,118,Android,1,1,0.16
DEV0000169,SIM0000169,CUST000169,2021-03-11,True,False,1846,Android,1,1,0.192
DEV0000170,SIM0000170,CUST000170,2025-04-10,True,False,355,Android,0,1,0.112
DEV0000171,SIM0000171,CUST000171,2024-07-22,True,False,617,Android,0,1,0.147
DEV0000172,SIM0000172,CUST000172,2022-02-10,True,False,1510,Android,0,1,0.11
DEV0000173,SIM0000173,CUST000173,2025-07-07,True,False,267,Android,0,1,0.205
DEV0000174,SIM0000174,CUST000174,2024-10-31,True,False,516,Android,0,1,0.117
DEV0000175,SIM0000175,CUST000175,2025-07-21,True,False,253,iOS,0,1,0.075
DEV0000176,SIM0000176,CUST000176,2025-10-20,True,False,162,Android,0,1,0.316
DEV0000177,SIM0000177,CUST000177,2025-10-01,True,False,181,Android,0,1,0.414
DEV0000178,SIM0000178,CUST000178,2025-12-16,True,False,105,Android,1,1,0.48
DEV0000179,SIM0000179,CUST000179,2025-05-04,True,False,331,Android,0,1,0.26
DEV0000180,SIM0000180,CUST000180,2025-08-07,True,False,236,Android,0,1,0.243
DEV0000181,SIM0000181,CUST000181,2023-10-14,True,False,899,Android,0,1,0.159
DEV0000182,SIM0000182,CUST000182,2025-04-01,True,False,364,Android,0,1,0.297
DEV0000183,SIM0000183,CUST000183,2025-09-26,True,False,186,Android,0,1,0.061
DEV0000184,SIM0000184,CUST000184,2017-11-08,True,False,3065,Android,0,1,0.199
DEV0000185,SIM0000185,CUST000185,2025-07-27,True,False,247,iOS,0,1,0.26
DEV0000186,SIM0000186,CUST000186,2024-02-20,True,False,770,Android,0,1,0.14
DEV0000187,SIM0000187,CUST000187,2025-06-19,True,False,285,Android,1,1,0.035
DEV0000188,SIM0000188,CUST000188,2024-12-28,True,False,458,Android,0,1,0.248
DEV0000189,SIM0000189,CUST000189,2025-12-22,True,False,99,Android,0,1,0.091
DEV0000190,SIM0000190,CUST000190,2024-12-23,True,False,463,iOS,0,1,0.225
DEV0000191,SIM0000191,CUST000191,2025-09-12,True,False,200,Android,1,1,0.351
DEV0000192,SIM0000192,CUST000192,2025-08-20,True,False,223,iOS,0,1,0.194
DEV0000193,SIM0000193,CUST000193,2025-06-02,True,False,302,iOS,0,1,0.269
DEV0000194,SIM0000194,CUST000194,2024-08-26,True,False,582,Android,0,1,0.031
DEV0000195,SIM0000195,CUST000195,2025-12-15,True,False,106,Android,0,1,0.387
DEV0000196,SIM0000196,CUST000196,2025-09-20,True,False,192,Android,0,1,0.095
DEV0000197,SIM0000197,CUST000197,2024-05-05,True,False,695,Android,0,1,0.164
DEV0000198,SIM0000198,CUST000198,2024-12-06,True,False,480,Android,0,1,0.149
DEV0000199,SIM0000199,CUST000199,2025-12-23,True,False,98,iOS,0,1,0.077
DEV0000200,SIM0000200,CUST000200,2025-01-05,True,False,450,Android,0,1,0.02
DEV0000201,SIM0000201,CUST000201,2024-09-17,True,False,560,Android,1,1,0.181
DEV0000202,SIM0000202,CUST000202,2025-11-27,True,False,124,Android,0,1,0.385
DEV0000203,SIM0000203,CUST000203,2023-09-06,True,False,937,Android,0,1,0.292
DEV0000204,SIM0000204,CUST000204,2020-05-17,True,False,2144,Android,0,1,0.291
DEV0000205,SIM0000205,CUST000205,2025-10-16,True,False,166,Android,0,1,0.048
DEV0000206,SIM0000206,CUST000206,2024-06-16,True,False,653,Android,1,1,0.206
DEV0000207,SIM0000207,CUST000207,2020-08-24,True,False,2045,Android,0,1,0.166
DEV0000208,SIM0000208,CUST000208,2025-11-25,True,False,126,Android,0,1,0.056
DEV0000209,SIM0000209,CUST000209,2025-11-26,True,False,125,Android,0,1,0.163
DEV0000210,SIM0000210,CUST000210,2024-12-30,True,False,456,Android,1,1,0.425
DEV0000211,SIM0000211,CUST000211,2025-06-24,True,False,280,Android,0,1,0.155
DEV0000212,SIM0000212,CUST000212,2025-11-29,True,False,122,iOS,0,1,0.181
DEV0000213,SIM0000213,CUST000213,2025-11-06,True,False,145,Android,0,1,0.161
DEV0000214,SIM0000214,CUST000214,2025-10-17,True,False,165,Android,0,1,0.222
DEV0000215,SIM0000215,CUST000215,2022-04-22,True,False,1439,Android,0,1,0.166
DEV0000216,SIM0000216,CUST000216,2024-11-18,True,False,498,Android,1,1,0.135
DEV0000217,SIM0000217,CUST000217,2025-12-09,True,False,112,Android,0,1,0.104
DEV0000218,SIM0000218,CUST000218,2025-11-20,True,False,131,Android,0,1,0.245
DEV0000219,SIM0000219,CUST000219,2024-12-15,True,False,471,Android,0,1,0.213
DEV0000220,SIM0000220,CUST000220,2025-10-07,True,False,175,Android,0,1,0.061
DEV0000221,SIM0000221,CUST000221,2025-12-28,True,False,93,Android,0,1,0.177
DEV0000222,SIM0000222,CUST000222,2025-09-27,True,False,185,Android,0,1,0.137
DEV0000223,SIM0000223,CUST000223,2023-12-19,True,False,833,Android,0,1,0.215
DEV0000224,SIM0000224,CUST000224,2025-06-15,True,False,289,iOS,1,1,0.071
DEV0000225,SIM0000225,CUST000225,2025-08-03,True,False,240,iOS,1,1,0.126
DEV0000226,SIM0000226,CUST000226,2024-11-22,True,False,494,Android,0,1,0.398
DEV0000227,SIM0000227,CUST000227,2025-03-15,True,False,381,Android,0,1,0.372
DEV0000228,SIM0000228,CUST000228,2025-12-03,True,False,118,Android,0,1,0.146
DEV0000229,SIM0000229,CUST000229,2024-05-15,True,False,685,Android,0,1,0.208
DEV0000230,SIM0000230,CUST000230,2025-12-24,True,False,97,Android,0,1,0.108
DEV0000231,SIM0000231,CUST000231,2025-11-11,True,False,140,Android,0,1,0.124
DEV0000232,SIM0000232,CUST000232,2024-06-29,True,False,640,Android,0,1,0.226
DEV0000233,SIM0000233,CUST000233,2025-09-22,True,False,190,Android,0,1,0.136
DEV0000234,SIM0000234,CUST000234,2025-10-06,True,False,176,Android,1,1,0.387
DEV0000235,SIM0000235,CUST000235,2023-12-14,True,False,838,Android,0,1,0.062
DEV0000236,SIM0000236,CUST000236,2024-10-31,True,False,516,Android,0,1,0.313
DEV0000237,SIM0000237,CUST000237,2025-10-21,True,False,161,Android,0,1,0.072
DEV0000238,SIM0000238,CUST000238,2025-02-23,True,False,401,Android,1,1,0.178
DEV0000239,SIM0000239,CUST000239,2023-09-28,True,False,915,Android,0,1,0.221
DEV0000240,SIM0000240,CUST000240,2020-09-28,True,False,2010,Android,0,1,0.201
DEV0000241,SIM0000241,CUST000241,2024-07-22,True,False,617,iOS,0,1,0.025
DEV0000242,SIM0000242,CUST000242,2025-10-29,True,False,153,Android,1,1,0.165
DEV0000243,SIM0000243,CUST000243,2025-01-07,True,False,448,Android,0,1,0.207
DEV0000244,SIM0000244,CUST000244,2025-11-23,True,False,128,Android,0,1,0.384
DEV0000245,SIM0000245,CUST000245,2025-02-06,True,False,418,Android,1,1,0.327
DEV0000246,SIM0000246,CUST000246,2025-11-30,True,False,121,iOS,0,1,0.318
DEV0000247,SIM0000247,CUST000247,2025-03-16,True,False,380,iOS,1,1,0.073
DEV0000248,SIM0000248,CUST000248,2024-07-18,True,False,621,Android,0,1,0.048
DEV0000249,SIM0000249,CUST000249,2023-12-31,True,False,821,Android,0,1,0.021
DEV0000250,SIM0000250,CUST000250,2025-07-23,True,False,251,iOS,0,1,0.032
DEV0000251,SIM0000251,CUST000251,2023-09-30,True,False,913,Android,0,1,0.202
DEV0000252,SIM0000252,CUST000252,2025-11-05,True,False,146,iOS,0,1,0.146
DEV0000253,SIM0000253,CUST000253,2024-12-21,True,False,465,Android,0,1,0.259
DEV0000254,SIM0000254,CUST000254,2025-12-09,True,False,112,Android,0,1,0.139
DEV0000255,SIM0000255,CUST000255,2025-05-08,True,False,327,Android,0,1,0.146
DEV0000256,SIM0000256,CUST000256,2023-05-30,True,False,1036,Android,0,1,0.137
DEV0000257,SIM0000257,CUST000257,2022-12-24,True,False,1193,Android,0,1,0.082
DEV0000258,SIM0000258,CUST000258,2025-09-05,True,False,207,Android,1,1,0.082
DEV0000259,SIM0000259,CUST000259,2025-11-14,True,False,137,Android,1,1,0.263
DEV0000260,SIM0000260,CUST000260,2025-03-11,True,False,385,Android,0,1,0.146
DEV0000261,SIM0000261,CUST000261,2025-10-21,True,False,161,Android,0,1,0.186
DEV0000262,SIM0000262,CUST000262,2025-03-20,True,False,376,Android,0,1,0.063
DEV0000263,SIM0000263,CUST000263,2025-09-04,True,False,208,Android,2,1,0.073
DEV0000264,SIM0000264,CUST000264,2025-05-06,True,False,329,Android,0,1,0.293
DEV0000265,SIM0000265,CUST000265,2025-04-01,True,False,364,Android,0,1,0.13
DEV0000266,SIM0000266,CUST000266,2024-04-12,True,False,718,Android,0,1,0.077
DEV0000267,SIM0000267,CUST000267,2025-03-03,True,False,393,Android,0,1,0.166
DEV0000268,SIM0000268,CUST000268,2021-07-04,True,False,1731,Android,0,1,0.384
DEV0000269,SIM0000269,CUST000269,2025-10-28,True,False,154,Android,0,1,0.087
DEV0000270,SIM0000270,CUST000270,2025-05-30,True,False,305,Android,0,1,0.143
DEV0000271,SIM0000271,CUST000271,2025-05-23,True,False,312,Android,0,1,0.054
DEV0000272,SIM0000272,CUST000272,2023-11-12,True,False,870,Android,0,1,0.216
DEV0000273,SIM0000273,CUST000273,2024-02-12,True,False,778,Android,0,1,0.299
DEV0000274,SIM0000274,CUST000274,2024-02-02,True,False,788,Android,1,1,0.254
DEV0000275,SIM0000275,CUST000275,2024-06-28,True,False,641,Android,0,1,0.325
DEV0000276,SIM0000276,CUST000276,2025-11-09,True,False,142,Android,0,1,0.024
DEV0000277,SIM0000277,CUST000277,2023-11-19,True,False,863,Android,0,1,0.138
DEV0000278,SIM0000278,CUST000278,2025-09-28,True,False,184,Android,0,1,0.115
DEV0000279,SIM0000279,CUST000279,2024-05-30,True,False,670,Android,0,1,0.094
DEV0000280,SIM0000280,CUST000280,2025-05-10,True,False,325,iOS,0,1,0.048
DEV0000281,SIM0000281,CUST000281,2025-11-16,True,False,135,Android,0,1,0.057
DEV0000282,SIM0000282,CUST000282,2023-05-11,True,False,1055,Android,0,1,0.093
DEV0000283,SIM0000283,CUST000283,2025-11-15,True,False,136,iOS,0,1,0.272
DEV0000284,SIM0000284,CUST000284,2025-01-02,True,False,453,Android,0,1,0.153
DEV0000285,SIM0000285,CUST000285,2023-11-29,True,False,853,Android,0,1,0.345
DEV0000286,SIM0000286,CUST000286,2025-12-18,True,False,103,Android,0,1,0.023
DEV0000287,SIM0000287,CUST000287,2025-11-14,True,False,137,Android,0,1,0.194
DEV0000288,SIM0000288,CUST000288,2025-05-18,True,False,317,Android,0,1,0.097
DEV0000289,SIM0000289,CUST000289,2024-11-28,True,False,488,Android,1,1,0.094
DEV0000290,SIM0000290,CUST000290,2024-11-05,True,False,511,Android,0,1,0.161
DEV0000291,SIM0000291,CUST000291,2025-04-21,True,False,344,iOS,0,1,0.154
DEV0000292,SIM0000292,CUST000292,2025-04-13,True,False,352,Android,0,1,0.064
DEV0000293,SIM0000293,CUST000293,2024-03-24,True,False,737,Android,0,1,0.087
DEV0000294,SIM0000294,CUST000294,2025-11-26,True,False,125,Android,0,1,0.315
DEV0000295,SIM0000295,CUST000295,2020-08-06,True,False,2063,iOS,0,1,0.12
DEV0000296,SIM0000296,CUST000296,2023-05-25,True,False,1041,iOS,0,1,0.233
DEV0000297,SIM0000297,CUST000297,2025-09-04,True,False,208,Android,0,1,0.023
DEV0000298,SIM0000298,CUST000298,2025-05-03,True,False,332,Android,0,1,0.067
DEV0000299,SIM0000299,CUST000299,2022-11-21,True,False,1226,Android,0,1,0.268
DEV0000300,SIM0000300,CUST000300,2024-11-23,True,False,493,Android,0,1,0.034
DEV0000301,SIM0000301,CUST000301,2025-12-28,True,False,93,Android,0,1,0.269
DEV0000302,SIM0000302,CUST000302,2025-11-10,True,False,141,iOS,0,1,0.128
DEV0000303,SIM0000303,CUST000303,2024-10-11,True,False,536,Android,0,1,0.282
DEV0000304,SIM0000304,CUST000304,2024-02-10,True,False,780,Android,0,1,0.113
DEV0000305,SIM0000305,CUST000305,2025-06-28,True,False,276,Android,0,1,0.019
DEV0000306,SIM0000306,CUST000306,2025-10-26,True,False,156,Android,0,1,0.144
DEV0000307,SIM0000307,CUST000307,2024-10-06,True,False,541,Android,0,1,0.184
DEV0000308,SIM0000308,CUST000308,2024-09-22,True,False,555,Android,0,1,0.226
DEV0000309,SIM0000309,CUST000309,2025-12-20,True,False,101,Android,0,1,0.033
DEV0000310,SIM0000310,CUST000310,2025-11-13,True,False,138,Android,0,1,0.227
DEV0000311,SIM0000311,CUST000311,2025-06-21,True,False,283,Android,0,1,0.264
DEV0000312,SIM0000312,CUST000312,2024-06-06,True,False,663,Android,0,1,0.273
